article_id,company_id,published_date,year,quarter,month,arr_usd,raw_revenue_string
ART0493,SpaceX,01/13/2023,2023,1,1,7000000000.0,$7.000B
ART0495,Amazon Web Services,"April 09, 2021",2021,2,4,57999999999.0,"€52,727,272,727"
ART0496,Elastic,01/08/2021,2021,1,1,820000000.0,820.0M USD
ART0497,Tesla,2023-12-19,2023,4,12,96000000000.0,$91200.0M - $100800.0M
ART0498,Cloudflare,27-07-2022,2022,3,7,945000000.0,"¥141,750,000,000"
ART0500,Stripe,30 May 2023,2023,2,5,2600000000.0,$2.600B
ART0501,Amazon Web Services,"October 04, 2024",2024,4,10,102600000000.0,$102600.0M
ART0503,Amazon Web Services,06-09-2024,2024,2,6,98800000000.0,$98.800 billion
ART0504,Airbnb,2023-11-27,2023,4,11,7800000000.0,7800.0M USD
ART0505,Elastic,04/03/2024,2024,2,4,1349999999.0,"€1,227,272,727"
ART0506,DataRobot,05-05-2024,2024,2,5,387999999.0,"£305,511,811"
ART0508,Snowflake,"August 16, 2024",2024,3,8,3388000000.0,$3.219B - $3.557B
ART0510,Google DeepMind,12-10-2023,2023,4,12,900000000.0,$0.900B
ART0511,Uber,2024-11-07,2024,4,11,37400000000.0,$37400.0M
ART0512,Databricks,08/19/2024,2024,3,8,3168000000.0,"$3,168,000,000"
ART0513,Amazon Web Services,03-04-2024,2024,1,3,98800000000.0,$98.800 billion
ART0514,Tesla,11 Apr 2024,2024,2,4,96960000000.0,96960.0M USD
ART0515,Scale AI,"September 13, 2023",2023,3,9,734999999.0,"€668,181,818"
ART0516,Cloudflare,2022-07-15T00:00:00Z,2022,3,7,944999999.0,"£744,094,488"
ART0519,SpaceX,05/04/2024,2024,2,5,9180000000.0,$9180.0 million
ART0520,OpenAI,17-08-2023,2023,3,8,1720000000.0,$1.720B
ART0521,Microsoft,25 Jan 2024,2024,1,1,79170000000.0,$79170.0M
ART0522,Microsoft,"October 27, 2024",2024,4,10,83850000000.0,"$83,850,000,000"
ART0523,Google DeepMind,2023-03-27T00:00:00Z,2023,1,3,830000000.0,$0.830 billion
ART0524,NVIDIA,06-21-2024,2024,2,6,54000000000.0,54000.0M USD
ART0525,Confluent,2023-04-15,2023,2,4,860000000.0,"€781,818,182"
ART0526,MongoDB,12/04/2023,2023,4,12,1699999999.0,"£1,338,582,677"
ART0528,Meta AI,13 Jan 2024,2024,1,1,1620000000.0,$1.539B - $1.701B
ART0530,Amazon Web Services,2024-03-06T00:00:00Z,2024,1,3,96900000000.0,$96.900B
ART0531,Airbnb,06-21-2024,2024,2,6,7722000000.0,$7722.0M
ART0532,Elastic,2024-05-26,2024,2,5,1350000000.0,"$1,350,000,000"
ART0533,DataRobot,09/07/2024,2024,3,9,399000000.0,$0.399 billion
ART0534,Anthropic,28-02-2023,2023,1,2,320000000.0,320.0M USD
ART0537,Palantir,2022-12-24T00:00:00Z,2022,4,12,1700000000.0,"¥255,000,000,000"
ART0539,Google DeepMind,2024-06-04,2024,2,6,1044000000.0,$1044.0 million
ART0540,Uber,12/02/2024,2024,4,12,37400000000.0,$37.400B
ART0541,Meta AI,03-07-2024,2024,1,3,1830000000.0,$1830.0M
ART0542,Databricks,03 Jul 2024,2024,3,7,3168000000.0,"$3,168,000,000"
ART0546,NVIDIA,2024-07-18,2024,3,7,58500000000.0,"£46,062,992,126"
ART0547,Tesla,07/14/2024,2024,3,7,98880000000.0,"¥14,832,000,000,000"
ART0548,NVIDIA,05-05-2024,2024,2,5,54000000000.0,$51.300B - $56.700B
ART0549,OpenAI,21 Oct 2023,2023,4,10,1800000000.0,$1800.0 million
ART0550,Scale AI,"August 15, 2023",2023,3,8,735000000.0,$0.735B
ART0551,Cloudflare,2024-02-23T00:00:00Z,2024,1,2,1431000000.0,$1431.0M
ART0552,SpaceX,08-06-2024,2024,3,8,9520000000.0,"$9,520,000,000"
ART0553,OpenAI,2024-09-15,2024,3,9,3420000000.0,$3.420 billion
ART0554,NVIDIA,02/26/2022,2022,1,2,17500000000.0,17500.0M USD
ART0555,Confluent,27-10-2024,2024,4,10,1156000000.0,"€1,050,909,091"
ART0556,MongoDB,21 Aug 2023,2023,3,8,1640000000.0,"£1,291,338,583"
ART0558,Stripe,2024-05-28T00:00:00Z,2024,2,5,3672000000.0,$3.488B - $3.856B
ART0559,Meta AI,12-08-2024,2024,4,12,1950000000.0,$1950.0 million
ART0560,Microsoft,2022-11-10,2022,4,11,68500000000.0,$68.500B
ART0561,Databricks,12/11/2024,2024,4,12,3480000000.0,$3480.0M
ART0562,Snowflake,16-11-2024,2024,4,11,3612000000.0,"$3,612,000,000"
ART0563,Cloudflare,21 Aug 2024,2024,3,8,1566000000.0,$1.566 billion
ART0564,Amazon Web Services,"July 28, 2024",2024,3,7,100700000000.0,100700.0M USD
ART0565,Airbnb,2024-11-20T00:00:00Z,2024,4,11,8189999999.0,"€7,445,454,545"
ART0566,DataRobot,03-09-2023,2023,1,3,309999999.0,"£244,094,488"
ART0567,MongoDB,2024-05-21,2024,2,5,1870000000.0,"¥280,500,000,000"
ART0568,Elastic,11/15/2023,2023,4,11,1250000000.0,$1.188B - $1.312B
ART0569,DataRobot,05-09-2024,2024,2,5,399000000.0,$399.0 million
ART0570,Anthropic,17 Nov 2024,2024,4,11,1034000000.0,$1.034B
ART0571,Snowflake,"May 12, 2023",2023,2,5,2520000000.0,$2520.0M
ART0572,Palantir,2022-10-21T00:00:00Z,2022,4,10,1700000000.0,"$1,700,000,000"
ART0573,Google DeepMind,10-10-2023,2023,4,10,900000000.0,$0.900 billion
ART0574,Uber,2024-03-24,2024,1,3,34680000000.0,34680.0M USD
ART0575,Palantir,09/16/2023,2023,3,9,2099999999.0,"€1,909,090,909"
ART0576,Databricks,21-04-2024,2024,2,4,2903999999.0,"£2,286,614,173"
ART0577,Tesla,19 Jan 2024,2024,1,1,95040000000.0,"¥14,256,000,000,000"
ART0578,Scale AI,"August 18, 2022",2022,3,8,500000000.0,$475.0M - $525.0M
ART0580,Cloudflare,05-15-2023,2023,2,5,1180000000.0,$1.180B
ART0581,SpaceX,2024-09-16,2024,3,9,9520000000.0,$9520.0M
ART0582,OpenAI,03/12/2024,2024,1,3,2250000000.0,"$2,250,000,000"
ART0584,Confluent,13 Mar 2024,2024,1,3,1019000000.0,1019.0M USD
ART0585,MongoDB,"June 02, 2024",2024,2,6,1870000000.0,"€1,700,000,000"
ART0586,Stripe,2022-12-16T00:00:00Z,2022,4,12,2049999999.0,"£1,614,173,228"
ART0587,Meta AI,01-24-2024,2024,1,1,1620000000.0,"¥243,000,000,000"
ART0588,Microsoft,2023-05-10,2023,2,5,73500000000.0,$69.825B - $77.175B
ART0589,SpaceX,11/14/2024,2024,4,11,9945000000.0,$9945.0 million
ART0590,Amazon Web Services,20-01-2022,2022,1,1,70000000000.0,$70.000B
ART0591,Airbnb,23 Feb 2024,2024,1,2,7878000000.0,$7878.0M
ART0592,Stripe,"March 07, 2024",2024,1,3,3536000000.0,"$3,536,000,000"
ART0593,Elastic,2024-06-26T00:00:00Z,2024,2,6,1350000000.0,$1.350 billion
ART0594,DataRobot,10-09-2024,2024,4,10,407000000.0,407.0M USD
ART0597,Anthropic,20-08-2024,2024,3,8,884000000.0,"¥132,600,000,000"
ART0598,Snowflake,27 May 2024,2024,2,5,3192000000.0,$3.032B - $3.352B
ART0599,Palantir,"July 06, 2024",2024,3,7,2576000000.0,$2576.0 million
ART0600,Google DeepMind,2022-08-27T00:00:00Z,2022,3,8,710000000.0,$0.710B
ART0602,Uber,2024-09-10,2024,3,9,36380000000.0,"$36,380,000,000"
ART0603,Databricks,10/16/2024,2024,4,10,3480000000.0,$3.480 billion
ART0605,Microsoft,25 Feb 2024,2024,1,2,79170000000.0,"€71,972,727,273"
ART0606,Microsoft,"December 02, 2024",2024,4,12,83849999999.0,"£66,023,622,047"
ART0607,Tesla,2024-03-22T00:00:00Z,2024,1,3,95040000000.0,"¥14,256,000,000,000"
ART0608,Scale AI,11-24-2023,2023,4,11,760000000.0,$722.0M - $798.0M
ART0609,Google DeepMind,2024-05-27,2024,2,5,1044000000.0,$1044.0 million
ART0610,Cloudflare,04/08/2024,2024,2,4,1499000000.0,$1.499B
ART0611,SpaceX,01-09-2024,2024,1,1,9520000000.0,$9520.0M
ART0612,OpenAI,24 Apr 2024,2024,2,4,2790000000.0,"$2,790,000,000"
ART0614,Google DeepMind,2024-12-19T00:00:00Z,2024,4,12,1215000000.0,1215.0M USD
ART0615,Confluent,02-04-2023,2023,1,2,789999999.0,"€718,181,818"
ART0616,MongoDB,2024-05-03,2024,2,5,1870000000.0,"£1,472,440,945"
ART0617,Meta AI,05/11/2024,2024,2,5,1725000000.0,"¥258,750,000,000"
ART0618,Stripe,05-09-2024,2024,2,5,3774000000.0,$3.585B - $3.963B
ART0619,Meta AI,21 Jun 2024,2024,2,6,1725000000.0,$1725.0 million
ART0620,Meta AI,"May 01, 2024",2024,2,5,1725000000.0,$1.725B
ART0621,NVIDIA,2024-08-13T00:00:00Z,2024,3,8,58500000000.0,$58500.0M
ART0622,Microsoft,07-25-2024,2024,3,7,82290000000.0,"$82,290,000,000"
ART0623,Amazon Web Services,2024-12-20,2024,4,12,102600000000.0,$102.600 billion
ART0625,Airbnb,18-01-2023,2023,1,1,6600000000.0,"€6,000,000,000"
ART0626,NVIDIA,20 Jun 2024,2024,2,6,53999999999.0,"£42,519,685,039"
ART0628,Elastic,2023-12-27T00:00:00Z,2023,4,12,1250000000.0,$1.188B - $1.312B
ART0629,DataRobot,05-21-2024,2024,2,5,388000000.0,$388.0 million
ART0631,Anthropic,01/09/2024,2024,1,1,602000000.0,$602.0M
ART0633,Snowflake,16 Nov 2024,2024,4,11,3612000000.0,$3.612 billion
ART0634,OpenAI,"June 10, 2023",2023,2,6,1600000000.0,1600.0M USD
ART0635,Palantir,2024-12-12T00:00:00Z,2024,4,12,2690999999.0,"€2,446,363,636"
ART0636,Google DeepMind,10-22-2023,2023,4,10,899999999.0,"£708,661,417"
ART0637,Uber,2024-06-03,2024,2,6,35360000000.0,"¥5,304,000,000,000"
ART0638,Databricks,07/21/2024,2024,3,7,3168000000.0,$3.010B - $3.326B
ART0639,OpenAI,07-02-2023,2023,3,7,1450000000.0,$1450.0 million
ART0642,Scale AI,2024-10-10T00:00:00Z,2024,4,10,1307000000.0,"$1,307,000,000"
ART0643,Databricks,09-05-2022,2022,3,9,1700000000.0,$1.700 billion
ART0644,Cloudflare,2024-12-14,2024,4,12,1647000000.0,1647.0M USD
ART0645,SpaceX,06/21/2023,2023,2,6,7599999999.0,"€6,909,090,909"
ART0647,OpenAI,09 Jan 2024,2024,1,1,2250000000.0,"¥337,500,000,000"
ART0649,NVIDIA,2024-01-24T00:00:00Z,2024,1,1,49500000000.0,$49500.0 million
ART0650,Snowflake,08-05-2024,2024,3,8,3388000000.0,$3.388B
ART0651,Confluent,2024-10-04,2024,4,10,1156000000.0,$1156.0M
ART0652,MongoDB,12/05/2023,2023,4,12,1700000000.0,"$1,700,000,000"
ART0653,Cloudflare,18-04-2024,2024,2,4,1499000000.0,$1.499 billion
ART0654,Stripe,19 May 2022,2022,2,5,1820000000.0,1820.0M USD
ART0655,DataRobot,"December 12, 2024",2024,4,12,407000000.0,"€370,000,000"
ART0656,Meta AI,2022-11-16T00:00:00Z,2022,4,11,1130000000.0,"£889,763,780"
ART0657,Microsoft,07-20-2024,2024,3,7,82290000000.0,"¥12,343,500,000,000"
ART0658,MongoDB,2024-02-05,2024,1,2,1785000000.0,$1.696B - $1.874B
ART0659,Palantir,05/23/2024,2024,2,5,2484000000.0,$2484.0 million
ART0660,Amazon Web Services,23-10-2024,2024,4,10,102600000000.0,$102.600B
ART0661,Airbnb,18 Jan 2024,2024,1,1,7878000000.0,$7878.0M
ART0663,SpaceX,2023-12-22T00:00:00Z,2023,4,12,8500000000.0,$8.500 billion
ART0664,Elastic,04-25-2024,2024,2,4,1350000000.0,1350.0M USD
ART0665,Stripe,2024-10-25,2024,4,10,3910000000.0,"€3,554,545,455"
ART0666,Amazon Web Services,05/25/2024,2024,2,5,98800000000.0,"£77,795,275,591"
ART0667,DataRobot,08-04-2024,2024,3,8,388000000.0,"¥58,200,000,000"
ART0668,Anthropic,03 Oct 2024,2024,4,10,1034000000.0,$0.982B - $1.086B
ART0669,Snowflake,"July 08, 2024",2024,3,7,3388000000.0,$3388.0 million
ART0670,Amazon Web Services,2024-09-27T00:00:00Z,2024,3,9,100700000000.0,$100.700B
ART0671,Microsoft,09-22-2024,2024,3,9,82290000000.0,$82290.0M
ART0672,Palantir,2024-03-05,2024,1,3,2392000000.0,"$2,392,000,000"
ART0673,Microsoft,05/19/2024,2024,2,5,80730000000.0,$80.730 billion
ART0674,Google DeepMind,28-05-2022,2022,2,5,610000000.0,610.0M USD
ART0675,Uber,08 Oct 2024,2024,4,10,37400000000.0,"€34,000,000,000"
ART0676,Databricks,"October 02, 2024",2024,4,10,3479999999.0,"£2,740,157,480"
ART0677,Tesla,2023-07-06T00:00:00Z,2023,3,7,94000000000.0,"¥14,100,000,000,000"
ART0678,Scale AI,04-13-2024,2024,2,4,1026000000.0,$0.975B - $1.077B
ART0679,Cloudflare,2024-12-23,2024,4,12,1647000000.0,$1647.0 million
ART0680,SpaceX,02/17/2024,2024,1,2,8925000000.0,$8.925B
ART0681,Google DeepMind,05-06-2024,2024,2,5,1044000000.0,$1044.0M
ART0682,Google DeepMind,14 Sep 2023,2023,3,9,880000000.0,"$880,000,000"
ART0683,OpenAI,"April 04, 2024",2024,2,4,2790000000.0,$2.790 billion
ART0684,NVIDIA,2024-10-14T00:00:00Z,2024,4,10,62100000000.0,62100.0M USD
ART0686,Confluent,2023-01-14,2023,1,1,789999999.0,"£622,047,244"
ART0689,Meta AI,19 Dec 2024,2024,4,12,1950000000.0,$1950.0 million
ART0690,Stripe,"July 21, 2024",2024,3,7,3774000000.0,$3.774B
ART0693,Meta AI,2024-05-07,2024,2,5,1725000000.0,$1.725 billion
ART0694,Meta AI,08/11/2024,2024,3,8,1830000000.0,1830.0M USD
ART0695,Microsoft,18-10-2023,2023,4,10,77999999999.0,"€70,909,090,909"
ART0696,Amazon Web Services,02 Apr 2023,2023,2,4,88499999999.0,"£69,685,039,370"
ART0697,Airbnb,"July 02, 2023",2023,3,7,7400000000.0,"¥1,110,000,000,000"
ART0698,Elastic,2024-08-26T00:00:00Z,2024,3,8,1400000000.0,$1.330B - $1.470B
ART0700,NVIDIA,2024-10-09,2024,4,10,62100000000.0,$62.100B
ART0701,Anthropic,02/26/2024,2024,1,2,602000000.0,$602.0M
ART0702,Snowflake,15-08-2024,2024,3,8,3388000000.0,"$3,388,000,000"
ART0703,Palantir,16 Aug 2023,2023,3,8,2100000000.0,$2.100 billion
ART0704,Google DeepMind,"November 12, 2024",2024,4,11,1215000000.0,1215.0M USD
ART0705,Uber,2024-06-17T00:00:00Z,2024,2,6,35359999999.0,"€32,145,454,545"
ART0707,Tesla,2023-01-05,2023,1,1,82000000000.0,"¥12,300,000,000,000"
ART0708,NVIDIA,08/05/2023,2023,3,8,40500000000.0,$38.475B - $42.525B
ART0709,Scale AI,25-05-2024,2024,2,5,1026000000.0,$1026.0 million
ART0710,OpenAI,28 Oct 2024,2024,4,10,4050000000.0,$4.050B
ART0711,OpenAI,"October 02, 2024",2024,4,10,4050000000.0,$4050.0M
ART0712,Cloudflare,2024-11-03T00:00:00Z,2024,4,11,1647000000.0,"$1,647,000,000"
ART0713,SpaceX,01-23-2023,2023,1,1,7000000000.0,$7.000 billion
ART0714,OpenAI,2024-07-15,2024,3,7,3420000000.0,3420.0M USD
ART0716,Databricks,26-12-2024,2024,4,12,3479999999.0,"£2,740,157,480"
ART0717,NVIDIA,13 Aug 2024,2024,3,8,58500000000.0,"¥8,775,000,000,000"
ART0718,Confluent,"February 16, 2024",2024,1,2,1019000000.0,$0.968B - $1.070B
ART0719,MongoDB,2023-04-02T00:00:00Z,2023,2,4,1560000000.0,$1560.0 million
ART0720,Stripe,07-28-2024,2024,3,7,3774000000.0,$3.774B
ART0722,Microsoft,03/12/2024,2024,1,3,79170000000.0,"$79,170,000,000"
ART0724,Snowflake,22 Jul 2022,2022,3,7,2050000000.0,2050.0M USD
ART0726,Cloudflare,2024-03-06T00:00:00Z,2024,1,3,1431000000.0,"£1,126,771,654"
ART0727,Elastic,07-18-2022,2022,3,7,1030000000.0,"¥154,500,000,000"
ART0728,DataRobot,2024-04-08,2024,2,4,388000000.0,$368.6M - $407.4M
ART0729,Anthropic,08/11/2023,2023,3,8,430000000.0,$430.0 million
ART0730,Snowflake,07-08-2024,2024,3,7,3388000000.0,$3.388B
ART0731,DataRobot,04 Jul 2024,2024,3,7,399000000.0,$399.0M
ART0732,MongoDB,"March 08, 2024",2024,1,3,1785000000.0,"$1,785,000,000"
ART0733,Palantir,2024-03-26T00:00:00Z,2024,1,3,2392000000.0,$2.392 billion
ART0734,SpaceX,12-12-2024,2024,4,12,9945000000.0,9945.0M USD
ART0735,Palantir,2024-08-27,2024,3,8,2576000000.0,"€2,341,818,182"
ART0736,Google DeepMind,12/21/2024,2024,4,12,1214999999.0,"£956,692,913"
ART0737,Uber,28-02-2024,2024,1,2,34680000000.0,"¥5,202,000,000,000"
ART0738,Databricks,25 Feb 2024,2024,1,2,2640000000.0,$2.508B - $2.772B
ART0740,Tesla,2024-07-01T00:00:00Z,2024,3,7,98880000000.0,$98.880B
ART0741,Scale AI,01-05-2024,2024,1,1,897000000.0,$897.0M
ART0743,SpaceX,10/22/2024,2024,4,10,9945000000.0,$9.945 billion
ART0744,OpenAI,17-09-2024,2024,3,9,3420000000.0,3420.0M USD
ART0745,NVIDIA,08 Sep 2024,2024,3,9,58500000000.0,"€53,181,818,182"
ART0746,Stripe,"December 02, 2024",2024,4,12,3909999999.0,"£3,078,740,157"
ART0747,Confluent,2022-01-26T00:00:00Z,2022,1,1,600000000.0,"¥90,000,000,000"
ART0748,MongoDB,11-13-2024,2024,4,11,2057000000.0,$1.954B - $2.160B
